"tip_amount,""trip_distance"",""passenger_count"""
1.3,0.84,1
1.0,0.32,1
2.2,1.34,1
1.5,1.18,1
2.46,1.57,6
15.36,18.17,1
1.0,1.73,1
2.06,1.46,2
1.5,1.64,1
1.4,1.1,1
2.0,1.4,1
2.0,1.7,1
2.06,1.6,1
1.77,1.9,1
2.45,0.4,1
1.0,1.2,1
1.45,0.4,1
1.7,1.45,5
2.36,1.57,4
3.25,3.2,1
2.95,1.9,1
5.32,4.5,1
3.0,1.08,1
0.7,1.1,1
1.0,1.11,1
1.0,0.68,1
1.7,0.5,1
2.96,2.26,1
2.64,0.7,1
2.26,0.98,1
1.62,1.66,1
3.58,1.89,1
7.48,9.5,1
12.28,17.11,1
2.76,2.34,2
2.46,1.71,2
3.84,8.55,1
1.47,0.7,1
1.86,0.46,1
1.75,0.48,1
2.0,2.2,1
2.0,1.3,1
5.3,2.9,1
2.45,1.39,6
1.86,1.03,6
1.46,0.55,6
1.96,1.09,6
2.86,1.74,6
2.66,1.99,3
3.0,1.04,4
2.0,2.3,1
2.96,1.54,1
4.06,2.95,1
3.0,1.4,2
3.7,1.7,1
1.5,2.16,1
3.66,2.65,1
1.3,3.1,1
3.16,2.88,3
2.56,1.77,4
1.32,0.65,3
1.86,0.45,6
2.76,1.97,6
2.6,2.9,6
3.0,2.3,1
3.96,3.63,1
1.76,0.83,5
2.2,1.04,1
2.76,1.42,1
4.96,5.59,1
2.76,1.75,1
2.32,1.09,1
2.56,1.54,1
1.82,0.46,1
7.08,7.11,4
1.0,1.35,1
4.08,2.57,1
1.0,4.73,1
3.35,3.1,1
3.35,3.0,1
1.0,2.8,1
3.86,5.18,1
4.16,4.13,1
2.56,1.54,6
2.56,1.72,6
1.95,0.9,1
7.55,9.3,1
1.0,0.9,1
1.36,0.34,3
2.26,1.36,3
1.17,0.67,1
1.76,1.06,3
1.45,0.4,1
1.5,1.1,1
1.6,2.8,1
5.15,6.0,1
1.45,0.4,1
2.75,4.1,1
1.96,0.9,1
1.76,0.67,1
2.06,0.93,1
2.96,1.5,1
2.0,1.23,1
3.86,2.52,1
2.49,0.72,1
3.05,1.9,1
3.16,1.8,1
2.3,0.6,1
3.7,2.3,1
1.65,0.6,4
0.9,1.45,1
1.08,0.37,1
1.95,0.61,1
2.85,1.7,1
3.0,0.8,4
2.06,1.25,1
1.0,2.13,3
2.16,1.39,2
2.0,1.1,1
2.0,0.7,1
2.75,0.6,1
2.55,1.2,1
7.45,8.8,1
2.05,1.2,1
2.2,1.51,1
2.7,1.36,1
3.45,2.4,1
1.25,0.97,1
0.7,0.79,1
5.0,11.3,1
2.05,1.1,1
2.85,2.1,1
2.7,1.25,1
2.35,1.5,1
2.16,1.34,1
1.28,1.43,1
1.7,0.64,1
1.2,0.73,1
1.54,1.31,2
1.76,0.94,1
6.68,8.43,1
2.35,1.6,1
3.0,1.0,1
2.85,2.2,2
2.35,1.6,1
2.0,1.76,1
1.0,4.11,1
1.95,1.0,1
2.25,1.2,1
3.95,2.6,1
5.08,3.17,5
2.67,3.26,2
2.36,1.51,2
2.5,3.4,1
2.55,1.0,2
2.0,1.9,2
1.86,1.1,1
3.82,1.43,1
5.0,10.8,1
8.45,8.33,3
2.15,1.3,1
2.45,1.2,1
10.0,28.6,1
5.58,2.45,1
1.56,0.69,1
0.5,0.63,1
2.46,1.73,1
1.0,1.56,1
2.25,1.4,2
21.78,10.29,2
1.0,2.54,1
2.0,4.4,1
4.0,3.3,1
3.2,1.9,2
1.46,0.58,2
3.06,1.95,2
3.46,2.91,2
2.16,1.44,1
4.0,2.01,1
2.36,1.74,1
1.56,0.46,1
1.75,1.54,1
1.76,0.49,1
3.56,2.37,1
1.65,0.7,1
2.0,1.7,1
3.86,3.5,1
1.5,1.44,1
4.05,3.4,1
2.26,1.13,1
6.84,5.0,1
2.46,1.8,3
2.06,1.52,1
2.66,1.87,1
1.54,1.19,1
1.86,0.68,1
4.96,5.94,1
1.76,1.62,2
1.96,1.4,1
2.0,2.75,2
2.65,1.9,1
2.46,1.72,2
2.16,0.96,2
2.46,1.89,2
1.5,2.22,1
1.76,0.87,1
3.36,2.76,2
8.64,6.0,1
5.0,9.72,2
3.06,2.42,1
2.95,1.5,0
2.0,1.0,0
2.25,1.1,1
1.23,1.4,1
1.56,0.53,1
10.0,14.39,1
2.66,1.39,4
2.16,1.29,5
2.36,0.97,1
15.36,16.41,1
1.0,0.66,2
1.46,1.16,2
1.16,0.51,2
2.0,0.48,2
11.08,13.06,1
2.0,2.0,1
1.47,0.8,1
2.0,1.4,2
2.05,0.5,1
2.46,1.45,3
3.36,2.34,4
1.46,0.56,1
1.0,0.49,1
10.0,3.81,6
2.26,1.42,1
3.33,1.46,1
3.26,3.0,1
1.1,0.6,1
1.2,2.2,2
1.66,1.02,1
2.2,2.14,1
3.05,2.2,1
2.15,0.3,1
2.95,1.5,1
1.0,1.2,1
1.32,0.7,1
9.1,13.3,2
2.79,0.86,1
2.36,1.28,1
2.0,1.88,1
2.7,0.54,1
2.26,0.85,2
2.25,1.3,1
2.86,2.17,1
2.16,1.08,1
5.49,3.02,2
3.16,2.29,1
2.21,1.39,1
2.14,2.04,1
2.66,1.91,1
1.0,0.55,1
1.0,1.1,1
3.25,2.3,1
1.86,0.93,1
2.46,1.63,1
1.76,0.74,1
1.74,0.56,1
2.83,2.55,1
5.49,2.94,1
0.5,0.35,1
2.36,1.59,2
1.5,1.05,1
1.2,0.59,1
4.0,1.2,1
10.86,11.63,2
2.25,1.1,1
2.16,0.9,1
3.06,2.57,1
1.85,1.2,1
1.2,1.1,1
3.66,3.35,1
0.7,1.6,1
1.95,0.9,1
2.16,0.8,1
2.07,1.7,1
2.76,1.36,1
3.66,3.47,1
1.85,1.0,2
1.45,0.5,1
0.95,0.1,1
2.15,0.4,1
1.75,1.0,1
2.16,0.76,1
3.7,1.9,0
1.7,0.67,1
2.25,0.7,2
2.7,1.4,1
2.86,1.8,2
2.36,1.28,1
3.08,1.6,1
6.09,3.66,1
2.26,1.49,2
2.16,1.5,1
3.7,2.39,1
2.0,1.57,1
2.36,1.09,1
1.86,0.71,1
3.96,3.4,3
7.2,6.07,1
1.65,0.7,1
2.16,1.42,1
2.96,1.79,1
1.96,1.05,5
2.55,1.6,1
4.65,5.2,1
1.7,0.9,1
5.0,12.0,1
3.55,2.9,1
2.25,1.2,1
4.06,4.47,1
2.82,1.72,1
10.95,18.1,1
1.76,0.74,1
1.0,1.02,1
2.26,1.96,2
5.16,6.67,1
2.0,2.77,1
1.0,0.3,3
1.0,0.7,2
3.15,2.9,1
3.05,1.2,0
1.75,0.7,0
2.0,0.3,0
2.35,1.6,1
2.45,0.8,2
3.09,1.04,1
8.98,10.9,1
2.36,1.73,2
1.0,1.54,1
2.46,1.88,1
3.06,1.57,1
2.15,1.4,1
2.0,2.5,1
2.85,1.7,0
14.0,19.59,5
2.06,1.1,1
4.2,1.5,1
1.0,0.6,5
1.1,2.55,5
1.55,0.6,1
1.55,1.53,1
1.86,0.8,1
2.0,3.03,2
1.86,1.08,1
3.36,2.88,1
2.16,1.5,1
1.1,1.6,1
2.46,1.95,2
1.86,0.8,2
2.95,2.4,1
3.45,3.0,1
1.47,1.1,1
2.95,2.1,1
1.96,1.08,1
2.0,0.63,2
3.36,2.47,1
0.1,11.9,3
2.56,1.8,1
2.0,2.4,1
3.25,1.9,2
3.99,1.8,1
1.56,0.35,1
4.0,4.76,1
3.08,1.45,1
0.98,0.9,1
2.75,1.8,1
2.22,1.0,1
12.28,17.39,2
2.65,1.9,1
3.85,3.1,1
3.26,1.93,1
2.2,0.85,1
1.0,1.08,2
60.0,0.78,1
3.15,2.4,1
3.26,2.4,1
1.76,0.55,1
1.96,1.1,1
1.36,0.28,1
2.76,2.01,1
3.0,1.4,1
2.45,0.84,3
2.0,0.61,1
1.76,1.32,1
1.5,1.74,1
1.66,0.44,1
1.0,1.44,1
1.7,1.45,4
3.2,1.59,1
2.05,1.1,1
4.7,2.6,1
1.07,0.35,1
3.26,2.58,1
1.23,1.26,1
2.06,0.68,1
2.56,2.07,1
1.65,0.5,1
1.16,0.7,1
5.06,5.92,1
5.0,0.9,2
2.0,0.48,2
1.84,1.26,1
2.37,2.72,1
1.46,0.46,1
5.0,15.1,1
1.85,1.0,1
5.35,6.8,1
1.2,1.0,1
2.26,1.49,1
2.07,2.3,1
2.95,1.49,1
2.26,1.28,1
5.46,4.5,1
1.0,3.82,1
3.06,2.07,1
2.46,1.55,2
2.26,0.88,3
2.96,1.61,1
15.36,17.4,1
2.05,1.4,1
1.56,0.6,1
2.56,1.18,1
2.36,1.35,2
1.76,0.77,2
2.2,0.88,1
0.98,0.97,1
3.26,2.53,1
4.82,2.79,1
1.0,1.05,1
3.25,2.8,1
2.76,1.47,6
2.96,2.36,6
2.76,1.37,6
12.25,22.7,1
9.86,14.01,1
2.45,1.8,0
12.46,13.3,3
4.25,3.4,1
2.25,1.3,1
8.58,11.67,1
9.78,12.1,2
7.26,12.97,2
2.75,0.4,3
4.46,5.31,1
4.29,2.26,1
0.5,0.78,1
2.36,1.77,1
1.03,0.91,1
1.0,1.05,1
2.26,2.62,1
8.88,12.47,1
1.95,1.4,1
2.76,1.67,2
2.2,0.64,2
2.36,1.43,1
1.66,0.5,1
2.0,1.83,1
5.0,2.11,1
5.16,6.31,3
1.0,1.9,1
1.48,2.5,1
1.24,0.9,1
10.0,2.66,1
4.66,4.36,1
2.0,3.09,1
0.78,0.5,1
1.0,0.51,1
1.18,1.3,1
16.0,17.29,4
5.0,8.76,5
1.0,1.25,1
2.66,1.43,1
2.45,2.0,2
1.75,0.9,1
1.0,1.3,1
2.75,0.7,1
0.54,0.6,1
4.65,2.8,1
3.84,1.56,1
2.95,1.29,6
1.76,0.84,6
3.16,2.3,6
1.2,2.14,3
2.06,1.48,2
4.83,3.51,1
3.7,2.38,1
1.0,0.8,1
2.25,1.2,1
1.2,3.3,1
1.65,0.7,1
1.0,1.1,1
2.55,1.4,1
1.0,1.0,1
12.25,16.8,2
3.76,4.22,2
1.7,1.21,1
1.66,0.66,2
2.37,2.63,5
1.0,2.16,5
1.0,2.04,1
5.08,4.08,3
1.0,1.84,1
3.36,2.77,1
1.18,1.6,1
1.0,0.9,1
2.25,1.6,1
4.56,5.7,2
3.05,2.6,1
2.75,2.4,0
1.1,0.3,1
0.5,1.0,0
2.0,1.1,0
12.28,20.49,5
2.2,0.6,1
2.0,2.8,1
8.0,17.1,1
12.28,16.67,1
4.0,5.2,1
5.26,4.71,1
3.45,1.75,1
1.65,0.8,1
2.15,1.0,2
1.5,2.4,1
5.52,9.9,1
9.1,9.81,1
3.45,1.55,1
2.26,1.27,1
4.35,4.0,1
3.15,2.5,1
2.8,1.6,2
1.75,0.6,1
2.55,1.8,1
3.36,2.5,2
2.96,1.65,1
2.95,1.53,1
2.46,1.06,1
2.56,1.76,1
2.06,0.91,1
3.06,2.21,1
2.08,0.72,1
2.16,1.52,1
2.08,0.72,1
6.12,9.38,1
2.32,4.6,1
2.0,3.5,1
2.45,1.4,1
2.79,0.83,2
3.46,2.93,1
1.28,1.24,1
1.92,2.11,5
12.28,28.74,5
2.15,1.2,1
2.74,5.9,1
5.0,12.74,1
2.16,1.26,1
1.76,0.77,1
1.96,1.06,1
2.0,2.37,1
2.19,0.25,1
4.56,4.15,1
4.58,10.32,1
5.0,17.09,1
2.66,1.11,1
1.66,0.65,1
2.0,1.5,1
2.45,1.2,1
2.0,1.4,1
12.25,19.8,1
12.28,20.29,3
4.06,2.54,1
1.76,0.95,6
1.95,1.3,1
3.33,1.82,1
4.16,4.71,1
2.05,1.5,2
7.45,7.9,1
3.46,3.05,1
3.26,2.73,1
2.26,1.02,2
3.69,1.8,1
8.0,1.63,2
1.66,0.99,2
2.56,1.98,2
1.0,2.0,1
3.25,2.4,1
2.35,1.1,1
1.75,0.6,1
1.5,1.6,1
2.86,2.21,1
3.16,1.77,1
1.66,0.51,3
1.86,0.88,1
3.58,2.2,1
1.56,0.67,2
2.66,1.36,2
3.42,7.22,1
1.95,1.2,1
2.05,1.0,1
3.15,2.5,1
3.2,1.0,1
2.25,1.5,1
1.95,1.1,1
9.75,14.0,1
2.3,0.6,1
1.0,1.21,1
1.96,0.89,1
2.56,1.74,1
0.98,1.12,1
1.5,0.91,1
2.06,1.15,6
1.43,2.15,6
1.17,0.5,2
1.48,2.1,2
1.0,0.49,1
2.86,1.99,1
1.5,1.94,1
4.08,2.1,1
3.06,2.01,4
1.0,0.45,4
2.95,1.43,4
3.95,2.7,1
2.45,1.9,0
1.53,3.56,1
2.66,2.0,1
1.48,2.2,1
2.82,1.3,2
3.0,1.3,1
3.26,2.59,1
3.15,2.7,1
1.5,1.0,1
2.82,1.46,1
3.0,4.98,1
2.55,0.7,0
1.46,0.35,1
1.0,0.69,1
0.5,0.53,1
2.32,0.94,1
2.0,1.4,1
2.15,1.3,1
2.65,1.1,1
1.32,1.02,1
1.0,0.32,1
2.66,1.59,1
2.35,1.4,1
2.32,1.56,6
1.0,1.6,6
2.56,1.93,1
3.54,1.54,2
2.0,1.18,1
1.96,1.18,4
6.66,13.93,1
1.7,0.84,1
2.06,1.12,2
3.0,1.97,1
2.16,1.13,1
1.96,0.74,1
8.48,10.17,1
5.0,28.4,1
3.32,1.85,1
2.76,2.09,1
1.04,1.6,1
5.55,6.7,3
3.35,2.7,1
0.93,1.0,2
2.0,1.0,1
3.06,2.36,1
11.38,9.72,1
1.0,1.89,1
3.36,3.13,1
2.46,1.22,1
2.26,1.12,1
8.58,10.33,1
3.25,2.3,0
3.95,2.7,0
1.0,1.69,2
7.68,9.64,2
1.56,0.59,1
2.86,2.01,1
5.04,2.06,1
2.05,1.3,1
2.0,5.1,1
4.26,4.93,1
1.5,1.22,1
2.05,1.0,1
4.14,2.14,1
6.24,3.96,1
6.0,10.86,1
3.36,1.82,1
2.45,1.02,1
3.56,1.9,1
1.8,2.21,2
2.82,1.55,1
12.25,11.3,2
1.86,1.21,2
2.49,0.59,3
8.98,11.76,1
3.0,8.44,1
2.56,1.89,1
2.06,1.04,1
3.96,4.79,1
4.46,5.5,1
2.08,0.24,1
4.36,3.06,1
3.55,2.2,2
2.96,2.12,1
1.86,1.0,1
8.66,10.18,1
3.75,3.4,1
3.95,4.4,1
1.55,0.5,1
1.95,0.8,2
1.62,1.14,1
3.36,2.5,1
7.68,8.16,1
2.05,1.2,1
2.25,1.0,1
2.0,1.38,1
1.0,1.36,1
2.0,1.75,1
2.15,1.1,1
1.55,0.7,1
1.95,1.1,1
2.35,1.3,1
0.15,0.79,1
2.76,2.01,1
0.78,0.6,1
1.0,0.71,2
1.0,1.47,2
2.0,2.1,4
3.15,2.5,2
5.15,2.6,1
1.2,2.03,5
1.86,0.66,4
1.0,2.68,1
3.56,3.44,1
9.18,11.24,5
1.0,1.64,2
3.5,3.92,2
4.56,4.49,2
1.0,2.08,5
2.46,1.28,5
1.0,0.6,1
1.95,1.0,1
2.66,1.2,1
1.0,1.32,2
2.86,1.73,1
2.0,2.88,1
10.0,16.68,1
2.55,0.9,1
2.96,1.92,1
2.86,2.25,1
2.0,1.45,2
1.0,2.42,2
3.09,1.17,2
2.19,0.6,1
2.16,1.09,1
2.0,1.1,2
2.33,1.0,1
2.66,1.85,1
1.7,0.51,1
1.0,2.7,1
2.7,2.84,1
1.0,9.5,1
2.0,0.9,1
1.66,0.51,5
12.28,18.22,2
2.05,1.1,1
1.56,0.5,1
3.0,3.77,2
2.06,0.62,1
1.86,0.72,1
1.0,0.82,1
1.76,0.72,1
2.56,1.01,1
2.56,1.56,4
5.0,8.5,1
2.05,1.1,1
2.36,1.5,1
2.46,1.16,3
1.0,1.33,1
1.86,0.54,1
6.98,8.41,1
5.0,12.81,1
2.0,1.23,1
2.16,0.94,1
3.05,1.1,1
2.55,1.3,1
1.65,0.6,1
2.75,2.0,1
13.32,14.28,1
3.16,2.79,5
1.32,0.55,5
2.56,1.1,5
2.76,1.71,1
1.5,0.86,1
3.16,2.01,1
1.8,0.6,2
3.95,2.49,2
1.46,0.51,1
1.0,0.45,1
1.66,0.74,1
4.05,5.1,1
1.0,0.47,1
2.16,1.66,1
2.08,0.75,1
1.66,0.54,1
2.46,1.73,1
1.25,1.27,1
1.0,0.86,1
1.7,1.05,1
3.0,0.9,1
2.06,0.98,1
1.0,1.5,1
1.17,0.63,1
4.26,3.87,1
2.86,2.03,1
2.06,1.27,1
2.36,1.45,1
1.92,1.77,2
1.56,0.51,2
1.17,0.8,1
3.25,2.6,1
3.5,4.0,1
2.45,1.2,1
0.2,0.67,3
1.0,0.68,2
2.0,3.83,2
4.0,2.0,1
9.24,7.29,4
2.7,1.52,1
2.26,1.26,1
1.7,0.94,1
3.7,2.21,1
8.08,9.46,1
1.54,1.26,1
1.66,0.75,1
12.28,27.94,1
10.74,9.57,1
2.32,0.77,2
2.58,0.99,2
3.96,4.39,1
4.26,4.15,1
2.0,1.2,2
12.28,17.51,1
1.82,0.44,1
0.78,0.61,1
1.35,0.3,1
2.35,1.2,1
1.65,0.8,1
1.46,0.49,1
1.0,1.71,1
4.44,1.88,1
7.0,8.5,1
8.5,11.89,1
3.0,3.39,1
6.54,3.8,1
4.45,2.06,1
2.36,2.09,6
2.46,1.3,1
1.4,0.6,1
5.15,2.2,1
3.56,10.1,2
2.52,2.8,1
6.84,3.8,1
2.75,1.4,1
2.06,1.22,1
2.16,2.04,1
1.36,0.91,1
1.36,0.4,1
2.5,2.63,1
1.76,0.54,1
2.06,1.44,1
1.36,0.3,1
1.66,0.56,1
1.0,0.5,1
2.0,3.9,1
3.0,3.35,1
2.5,1.6,1
1.46,0.57,1
1.76,0.71,1
5.7,5.72,1
1.84,3.0,1
4.0,10.47,1
1.56,0.7,1
1.5,1.99,1
1.86,0.83,1
2.86,1.8,1
2.7,1.23,1
1.95,0.9,1
5.35,6.3,1
2.0,3.73,1
2.46,1.59,1
1.96,1.3,1
1.95,1.1,1
7.28,8.79,1
2.75,1.9,1
1.0,2.2,1
4.75,6.6,1
3.56,3.14,1
2.05,1.4,1
2.06,1.1,2
12.88,0.41,2
3.15,2.2,1
3.65,1.7,1
1.76,0.91,5
1.0,7.28,6
2.7,1.91,5
2.66,1.81,1
1.66,0.52,1
0.68,0.24,1
1.5,0.35,1
1.0,0.8,1
1.08,0.86,1
1.0,0.53,1
3.06,2.89,1
11.06,19.55,3
4.0,8.3,1
1.0,0.41,1
2.06,0.88,1
2.0,2.0,1
0.7,1.4,1
2.95,2.2,1
1.76,0.6,5
6.15,10.0,1
3.16,3.36,3
3.57,6.5,3
1.7,0.41,2
1.0,0.68,1
2.56,2.39,1
1.76,0.9,1
1.56,0.78,1
3.08,1.2,1
1.83,2.8,2
2.7,0.39,2
2.26,1.43,5
3.0,0.9,1
4.85,2.0,1
3.0,2.7,2
2.15,1.2,1
3.15,2.8,1
1.0,2.69,2
1.5,1.92,2
1.75,0.7,1
2.75,0.8,1
1.2,1.5,1
2.0,1.4,1
2.16,1.0,1
2.9,0.4,1
1.84,1.39,1
3.16,1.52,1
5.3,2.2,0
2.15,1.4,1
2.15,1.3,1
2.7,0.7,1
2.34,0.49,1
1.02,0.35,1
1.76,0.77,1
1.56,0.5,1
11.05,15.0,1
16.03,15.13,1
7.45,6.5,1
2.0,0.8,1
1.84,0.9,2
1.75,1.0,1
1.0,0.7,4
1.85,0.9,3
2.0,1.4,1
1.0,2.3,1
3.06,2.0,1
12.28,17.54,1
3.25,2.2,1
2.85,2.4,1
3.15,2.1,1
2.5,3.7,3
2.86,2.23,1
2.26,1.77,1
2.86,1.08,1
11.06,21.73,1
1.66,1.49,1
1.46,0.98,1
2.66,1.77,2
1.82,0.45,2
2.06,1.04,1
5.66,6.9,1
7.68,9.3,1
1.86,0.61,1
2.66,1.54,1
2.16,0.55,2
2.45,1.05,3
1.96,1.24,2
2.26,1.68,1
6.85,9.5,1
1.7,0.4,1
2.2,0.4,1
1.0,1.0,3
2.05,1.1,1
2.0,1.9,1
5.0,0.7,1
2.76,1.7,1
1.66,0.81,1
2.36,1.29,2
2.95,2.1,2
1.75,0.7,1
1.66,0.8,1
1.86,0.9,2
2.76,2.38,1
1.0,0.56,1
2.46,1.0,1
1.45,0.5,1
3.56,3.2,1
2.45,1.7,2
3.06,2.8,1
1.5,0.3,1
1.56,0.6,1
4.25,1.7,1
2.16,1.1,1
1.47,0.67,1
2.7,1.22,1
2.06,1.2,1
2.36,1.24,6
1.08,0.99,6
2.36,1.09,6
1.5,1.24,6
10.23,10.02,1
1.2,0.9,1
2.0,2.24,1
12.28,17.99,4
11.98,11.48,1
1.42,1.54,6
1.08,0.89,6
2.66,1.72,1
2.26,1.59,1
1.66,0.79,1
2.0,2.72,6
2.52,2.31,1
2.66,1.4,1
6.2,4.66,1
10.9,11.9,2
3.0,3.04,1
7.0,17.87,1
6.45,5.62,1
3.0,3.42,1
2.58,1.35,2
1.0,0.7,5
2.55,1.8,1
1.0,3.4,1
1.25,0.8,1
2.35,1.6,2
3.0,4.0,2
1.62,0.9,2
2.83,1.33,1
3.86,4.0,2
1.86,0.9,2
2.58,1.33,2
3.05,1.5,1
1.66,0.44,2
2.26,1.0,1
2.94,1.12,1
1.2,0.75,1
3.76,4.5,1
8.57,11.38,1
2.15,1.3,0
1.0,0.4,0
1.0,1.6,0
1.45,0.4,1
2.55,0.9,1
2.3,2.0,1
3.2,1.5,1
2.15,1.6,1
1.86,0.98,2
1.55,0.5,2
1.85,0.6,1
2.2,1.0,1
1.0,1.1,1
1.5,0.87,1
1.0,0.8,1
2.5,3.1,1
1.0,1.04,1
3.06,2.36,1
1.0,0.9,2
2.0,4.1,1
2.36,1.38,2
1.86,0.86,2
2.46,1.69,2
3.2,0.9,1
1.8,0.4,1
1.2,0.6,1
2.16,0.89,1
2.36,1.61,1
1.26,0.63,1
1.5,1.43,1
7.28,9.2,1
2.3,0.8,1
2.15,1.2,1
4.3,2.3,1
1.0,0.76,1
1.96,1.29,2
2.66,2.06,2
1.0,0.77,1
2.55,1.6,1
1.11,2.8,1
1.0,0.8,1
2.0,1.6,2
2.96,2.07,1
5.0,22.07,1
3.54,1.29,1
2.26,1.32,1
2.0,1.92,1
1.92,1.7,1
1.0,0.87,5
2.26,1.16,2
1.86,0.87,1
4.36,4.34,1
3.56,2.73,1
1.0,1.6,1
2.56,1.42,1
2.08,0.4,1
2.26,1.07,1
1.96,1.25,1
2.06,1.09,1
9.21,19.4,0
2.06,1.34,2
1.76,0.7,2
6.56,5.85,1
2.74,2.92,1
0.44,0.74,6
1.35,0.3,1
1.95,0.9,1
2.15,1.2,1
2.15,1.4,1
2.25,1.4,1
5.2,5.28,6
3.84,1.56,1
3.32,2.64,1
3.83,1.89,1
2.65,1.0,3
12.25,16.6,2
2.26,2.22,1
3.05,1.8,1
2.05,1.3,1
3.32,1.59,2
2.86,1.31,2
2.86,1.83,1
1.46,0.47,1
1.66,0.77,1
2.35,1.7,1
2.75,1.8,1
2.16,1.51,2
2.86,1.35,2
2.86,1.62,6
2.76,1.95,6
1.96,0.81,6
4.45,2.5,6
12.28,19.76,1
2.45,1.22,1
1.0,1.2,1
30.0,4.41,1
2.76,2.2,1
2.46,2.2,1
2.64,0.6,1
7.18,8.91,1
2.86,2.18,1
12.28,20.8,2
12.25,21.0,1
13.06,0.08,1
1.66,0.87,1
2.76,1.07,1
2.15,1.1,1
1.85,0.7,1
1.86,0.5,1
2.75,1.4,1
11.18,16.9,1
1.2,1.07,1
2.06,0.89,1
1.96,0.79,1
1.83,3.24,5
2.06,1.22,5
1.95,0.7,1
0.56,1.23,1
2.36,1.5,1
1.96,0.55,1
1.56,0.61,1
6.32,6.55,1
2.7,1.44,1
1.95,1.2,1
2.0,0.7,1
7.48,9.08,1
2.0,1.5,1
2.06,1.34,1
3.92,3.91,1
2.5,5.8,2
2.06,1.25,2
5.58,3.38,3
2.36,1.55,1
4.26,3.94,1
2.95,2.2,3
2.35,1.6,3
5.56,8.01,1
1.76,0.89,6
2.46,1.74,6
11.23,11.09,1
1.0,0.4,1
3.05,1.1,1
1.0,0.8,1
2.15,1.0,1
1.76,0.83,1
2.14,2.28,1
5.95,5.5,1
2.37,3.7,1
1.5,0.55,1
1.62,1.0,1
8.38,10.04,2
12.28,2.5,3
2.0,1.5,1
1.17,0.6,1
1.85,0.8,1
2.45,1.2,1
1.75,0.8,1
2.35,1.4,1
2.85,2.2,1
2.96,1.35,1
1.96,0.85,1
1.36,0.41,1
0.01,1.52,2
1.0,0.51,1
6.88,6.61,5
2.0,2.03,5
2.8,1.3,1
2.16,0.56,2
2.36,1.07,1
1.86,0.93,1
1.0,1.93,1
6.16,9.68,1
7.58,9.63,1
3.75,4.0,1
4.4,7.2,1
4.7,4.0,2
2.8,1.4,1
2.45,1.3,1
3.06,1.4,1
8.18,9.61,1
1.0,3.79,1
2.45,1.2,0
1.25,0.2,1
2.15,1.6,1
1.2,0.7,2
1.76,0.62,1
7.55,9.4,2
12.28,21.19,1
2.86,2.26,3
1.0,1.39,3
1.66,0.75,2
2.0,1.91,1
1.76,0.79,1
2.32,0.69,1
1.66,0.67,1
3.55,0.9,1
1.0,0.5,1
0.88,0.98,1
1.66,0.62,1
2.0,1.8,1
3.56,2.7,2
1.5,8.9,1
2.0,0.5,1
1.0,0.9,1
3.55,1.6,1
1.76,0.86,6
2.08,0.66,1
1.0,0.7,1
3.85,4.9,1
2.32,0.61,1
2.36,1.08,1
2.86,1.44,1
2.0,2.31,1
1.0,1.83,1
1.0,0.74,3
2.0,1.6,1
7.65,9.6,1
4.96,3.97,1
5.56,5.4,1
2.86,2.54,1
3.2,1.61,1
4.08,2.9,1
2.35,1.1,1
2.06,0.8,1
2.45,1.7,1
5.6,9.61,1
6.0,8.7,1
1.0,2.84,2
2.66,2.18,3
5.0,17.5,0
1.85,0.4,0
1.0,0.7,1
3.06,1.93,1
3.05,1.9,1
1.95,1.3,1
2.25,1.3,1
2.0,1.2,1
4.45,4.0,2
4.29,2.31,1
21.89,18.1,1
2.66,1.4,1
2.66,2.11,1
1.2,0.96,1
3.8,1.9,1
3.26,2.11,1
1.53,2.02,1
2.06,1.02,1
2.82,2.8,1
0.88,0.59,1
11.75,25.8,1
12.28,17.45,2
1.0,2.26,1
1.0,1.12,1
8.98,10.86,1
12.28,3.37,4
2.3,2.3,1
1.7,1.1,1
1.85,0.9,1
1.0,1.39,1
3.32,1.2,1
1.75,0.7,0
3.2,3.2,0
4.0,4.0,0
1.66,0.71,1
1.0,1.27,1
3.1,4.81,1
2.0,2.61,1
1.76,1.02,1
3.16,2.45,1
3.0,2.1,1
2.86,1.8,1
2.56,1.39,5
2.06,0.61,5
1.76,0.6,5
2.45,0.7,5
2.85,2.0,1
0.73,0.3,2
3.2,3.0,1
12.28,20.14,1
1.45,0.4,3
5.0,0.9,1
3.0,8.0,1
1.76,0.54,2
1.76,0.98,2
2.06,1.39,2
1.0,0.87,1
1.0,0.4,2
3.0,5.1,1
1.85,0.8,1
1.75,1.1,1
6.75,5.4,1
1.92,1.4,1
2.0,1.6,1
2.95,1.6,1
3.05,1.0,1
8.28,9.21,1
0.15,0.94,1
6.55,9.0,2
2.05,0.3,1
2.76,2.19,3
2.0,0.9,1
1.0,1.03,1
1.46,0.44,1
12.28,13.9,2
2.76,1.75,1
2.15,1.3,1
4.55,6.6,1
1.65,0.7,1
3.0,1.7,1
15.35,0.2,2
2.26,1.49,1
1.86,0.74,1
1.0,3.04,1
20.0,1.78,1
3.16,2.83,2
1.66,0.51,2
3.36,2.11,1
1.36,0.38,1
3.55,2.3,1
2.0,1.4,1
1.76,0.75,1
2.46,1.42,1
2.06,1.04,1
3.32,1.4,1
3.76,2.84,1
2.06,1.27,1
